GPS Week,GPS TOW [s],Pos Mode,INS Mode,Hdg Mode,SVs Tracked,SVs Used,UTC Date,UTC Time,Lat [deg],Lon [deg],Alt Ellips [m],SOG [m/s],COG [deg],Hdg [deg],Horiz Vel [m/s],Vert Vel [m/s],Roll [deg],Pitch [deg],Yaw [deg],PDOP,HDOP,EHPE [m],EVPE [m],EHVE [m/s],EVVE [m/s],Baseline 2D [m],Baseline 3D [m],Corr. Age [s],Delta TOW [ms],2D Delta Pos [m],3D Delta Pos [m]
2111,414566.5,4,0,,,13,,,37.82866572,-122.286516,-25.3041,0.04,23.962,,0.01,-0.03,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.955,99587.023,1.5,100,0.016,0.02
2111,414566.6,4,0,,,13,,,37.82866577,-122.2865159,-25.3296,0.03,126.87,,0.03,0.01,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.96,99587.028,1.6,100,0.006,0.026
2111,414566.7,4,0,,,13,,,37.82866549,-122.2865159,-25.3162,0.05,244.654,,0.02,0.04,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.93,99586.998,1.7,100,0.031,0.034
2111,414566.8,4,0,,,13,,,37.82866566,-122.2865162,-25.3265,0.03,50.711,,0.01,-0.02,,,,1.5,0.8,0.08,0.21,0.07,0.16,99583.949,99587.017,1.8,100,0.03,0.031
2111,414566.9,4,0,,,13,,,37.82866558,-122.2865161,-25.2954,0.01,116.565,,0.01,0.01,,,,1.5,0.8,0.08,0.21,0.07,0.16,99583.94,99587.008,1.9,100,0.01,0.032
2111,414567,4,0,,,13,,,37.82866566,-122.286516,-25.3067,0.02,262.569,,0.02,0,,,,1.5,0.8,0.07,0.18,0.07,0.16,99583.949,99587.017,1,100,0.013,0.017
2111,414567.1,4,0,,,13,,,37.82866562,-122.2865162,-25.3295,0.02,113.199,,0.02,0.01,,,,1.5,0.8,0.07,0.19,0.07,0.16,99583.945,99587.013,1.1,100,0.015,0.027
2111,414567.2,4,0,,,13,,,37.82866566,-122.2865161,-25.3343,0,45,,0,0,,,,1.5,0.8,0.08,0.19,0.07,0.16,99583.949,99587.017,1.2,100,0.011,0.012
2111,414567.3,4,0,,,13,,,37.82866557,-122.286516,-25.3018,0.04,204.775,,0.01,-0.04,,,,1.5,0.8,0.08,0.19,0.07,0.16,99583.94,99587.008,1.3,100,0.012,0.035
2111,414567.4,4,0,,,13,,,37.82866576,-122.286516,-25.308,0.03,32.005,,0.02,0.02,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.96,99587.028,1.4,100,0.021,0.022
2111,414567.5,4,0,,,13,,,37.82866554,-122.2865164,-25.2936,0.02,217.569,,0.02,-0.01,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.936,99587.004,1.5,100,0.038,0.04
2111,414567.6,4,0,,,13,,,37.82866562,-122.2865161,-25.2636,0.05,71.565,,0.02,0.05,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.946,99587.014,1.6,100,0.027,0.04
2111,414567.7,4,0,,,13,,,37.82866554,-122.2865162,-25.3015,0.07,277.125,,0.01,-0.07,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.936,99587.004,1.7,100,0.014,0.04
2111,414567.8,4,0,,,13,,,37.82866556,-122.2865162,-25.3055,0.04,195.255,,0.01,0.04,,,,1.5,0.8,0.08,0.21,0.07,0.16,99583.938,99587.006,1.8,100,0.003,0.005
2111,414567.9,4,0,,,13,,,37.82866561,-122.286516,-25.2813,0.01,291.801,,0.01,-0.01,,,,1.5,0.8,0.07,0.18,0.07,0.16,99583.944,99587.012,0.9,100,0.022,0.033
2111,414568,4,0,,,13,,,37.82866566,-122.2865159,-25.2656,0.02,309.806,,0.01,-0.02,,,,1.5,0.8,0.07,0.18,0.07,0.16,99583.95,99587.018,1,100,0.007,0.017
2111,414568.1,4,0,,,13,,,37.8286656,-122.2865159,-25.264,0.02,150.642,,0.02,0,,,,1.5,0.8,0.07,0.19,0.07,0.16,99583.944,99587.012,1.1,100,0.009,0.009
2111,414568.2,4,0,,,13,,,37.82866565,-122.2865161,-25.3001,0.01,203.962,,0.01,0.01,,,,1.5,0.8,0.08,0.19,0.07,0.16,99583.948,99587.016,1.2,100,0.018,0.04
2111,414568.3,4,0,,,13,,,37.82866553,-122.286516,-25.277,0.02,75.964,,0.01,0.02,,,,1.5,0.8,0.08,0.19,0.07,0.16,99583.936,99587.004,1.3,100,0.015,0.028
2111,414568.4,4,0,,,13,,,37.82866557,-122.2865161,-25.3209,0.03,230.194,,0.02,0.01,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.939,99587.007,1.4,100,0.008,0.045
2111,414568.5,4,0,,,13,,,37.82866548,-122.2865162,-25.2563,0.02,21.801,,0.01,0.02,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.93,99586.998,1.5,100,0.012,0.066
2111,414568.6,4,0,,,13,,,37.82866568,-122.2865161,-25.2913,0.04,26.565,,0,-0.04,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.951,99587.019,1.6,100,0.023,0.042
2111,414568.7,4,0,,,13,,,37.82866548,-122.286516,-25.2809,0.01,180,,0.01,0.01,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.93,99586.998,1.7,100,0.022,0.024
2111,414568.8,4,0,,,13,,,37.82866576,-122.2865161,-25.3283,0.02,66.038,,0.01,-0.02,,,,1.5,0.8,0.08,0.21,0.07,0.16,99583.96,99587.028,1.8,100,0.032,0.057
2111,414568.9,4,0,,,13,,,37.82866569,-122.2865162,-25.3202,0.01,0,,0,0,,,,1.5,0.8,0.07,0.18,0.07,0.16,99583.953,99587.021,0.9,100,0.014,0.016
2111,414569,4,0,,,13,,,37.82866579,-122.2865159,-25.2961,0.03,36.027,,0.01,-0.03,,,,1.5,0.8,0.07,0.18,0.07,0.16,99583.963,99587.031,1,100,0.033,0.041
2111,414569.1,4,0,,,13,,,37.82866566,-122.2865162,-25.2955,0.01,225,,0,-0.01,,,,1.5,0.8,0.07,0.19,0.07,0.16,99583.949,99587.017,1.1,100,0.032,0.032
2111,414569.2,4,0,,,13,,,37.82866566,-122.286516,-25.2774,0.03,205.641,,0.03,0,,,,1.5,0.8,0.08,0.19,0.07,0.16,99583.95,99587.018,1.2,100,0.017,0.025
2111,414569.3,4,0,,,13,,,37.82866565,-122.2865157,-25.2713,0.02,75.964,,0.01,0.01,,,,1.5,0.8,0.08,0.19,0.07,0.16,99583.949,99587.017,1.3,100,0.025,0.025
2111,414569.4,4,0,,,13,,,37.82866564,-122.2865162,-25.3079,0.02,165.964,,0,0.02,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.947,99587.015,1.4,100,0.04,0.054
2111,414569.5,4,0,,,13,,,37.82866558,-122.2865161,-25.2921,0.01,144.462,,0.01,-0.01,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.941,99587.009,1.5,100,0.007,0.017
2111,414569.6,4,0,,,13,,,37.82866576,-122.2865159,-25.2765,0.02,319.399,,0.02,-0.01,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.96,99587.028,1.6,100,0.03,0.034
2111,414569.7,4,0,,,13,,,37.82866564,-122.286516,-25.277,0.02,183.013,,0.02,-0.01,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.948,99587.016,1.7,100,0.019,0.019
2111,414569.8,4,0,,,13,,,37.8286655,-122.286516,-25.2773,0.03,83.418,,0.03,0,,,,1.5,0.8,0.08,0.21,0.07,0.16,99583.931,99586.999,1.8,100,0.016,0.016
2111,414569.9,4,0,,,13,,,37.82866553,-122.2865161,-25.309,0.02,265.601,,0.01,0.01,,,,1.5,0.8,0.07,0.18,0.07,0.16,99583.935,99587.003,0.9,100,0.007,0.032
2111,414570,4,0,,,13,,,37.82866564,-122.2865161,-25.2946,0,243.435,,0,0,,,,1.5,0.8,0.07,0.18,0.07,0.16,99583.947,99587.015,1,100,0.012,0.019
2111,414570.1,4,0,,,13,,,37.82866559,-122.2865162,-25.3057,0.02,36.384,,0.02,0.01,,,,1.5,0.8,0.07,0.19,0.07,0.16,99583.942,99587.01,1.1,100,0.008,0.013
2111,414570.2,4,0,,,13,,,37.8286657,-122.2865159,-25.3094,0.01,209.745,,0.01,0,,,,1.5,0.8,0.08,0.19,0.07,0.16,99583.953,99587.021,1.2,100,0.024,0.024
2111,414570.3,4,0,,,13,,,37.82866555,-122.286516,-25.2972,0.01,338.199,,0.01,0,,,,1.5,0.8,0.08,0.19,0.07,0.16,99583.937,99587.005,1.3,100,0.017,0.021
2111,414570.4,4,0,,,13,,,37.82866557,-122.2865159,-25.3196,0.03,188.973,,0.02,-0.02,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.939,99587.007,1.4,100,0.008,0.024
2111,414570.5,4,0,,,13,,,37.8286655,-122.2865162,-25.265,0.01,116.565,,0,0.01,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.932,99587,1.5,100,0.03,0.062
2111,414570.6,4,0,,,13,,,37.8286656,-122.2865161,-25.2616,0.01,270,,0.01,0.01,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.944,99587.012,1.6,100,0.016,0.016
2111,414570.7,4,0,,,13,,,37.82866566,-122.286516,-25.2995,0.02,53.13,,0.01,-0.01,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.949,99587.017,1.7,100,0.008,0.039
2111,414570.8,4,0,,,13,,,37.82866559,-122.286516,-25.2965,0.03,183.691,,0.03,-0.01,,,,1.5,0.8,0.08,0.21,0.07,0.16,99583.942,99587.01,1.8,100,0.007,0.008
2111,414570.9,4,0,,,13,,,37.82866575,-122.286516,-25.3076,0.02,36.384,,0.02,0.01,,,,1.5,0.8,0.07,0.18,0.07,0.16,99583.959,99587.027,0.9,100,0.018,0.021
2111,414571,4,0,,,13,,,37.8286656,-122.2865162,-25.3183,0.02,248.749,,0.02,0.01,,,,1.5,0.8,0.07,0.18,0.07,0.16,99583.942,99587.01,1,100,0.021,0.024
2111,414571.1,4,0,,,13,,,37.8286656,-122.2865162,-25.3006,0.01,172.875,,0.01,0,,,,1.5,0.8,0.07,0.19,0.07,0.16,99583.943,99587.011,1.1,100,0.001,0.018
2111,414571.2,4,0,,,13,,,37.82866558,-122.2865161,-25.3044,0.01,315,,0.01,0,,,,1.5,0.8,0.08,0.19,0.07,0.16,99583.94,99587.008,1.2,100,0.004,0.005
2111,414571.3,4,0,,,13,,,37.82866551,-122.2865162,-25.2849,0.06,263.991,,0.02,-0.05,,,,1.5,0.8,0.08,0.19,0.07,0.16,99583.932,99587,1.3,100,0.011,0.022
2111,414571.4,4,0,,,13,,,37.82866558,-122.2865163,-25.3183,0.03,63.435,,0.03,0,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.94,99587.008,1.4,100,0.011,0.035
2111,414571.5,4,0,,,13,,,37.82866557,-122.2865161,-25.2908,0.01,194.036,,0,-0.01,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.939,99587.007,1.5,100,0.014,0.031
2111,414571.6,4,0,,,13,,,37.82866566,-122.286516,-25.3105,0.04,108.435,,0,0.04,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.949,99587.017,1.6,100,0.015,0.024
2111,414571.7,4,0,,,13,,,37.82866557,-122.2865162,-25.3062,0.01,162.897,,0.01,0,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.939,99587.007,1.7,100,0.016,0.016
2111,414571.8,4,0,,,13,,,37.8286656,-122.286516,-25.2857,0.02,333.435,,0.01,-0.01,,,,1.5,0.8,0.08,0.21,0.07,0.16,99583.943,99587.011,1.8,100,0.014,0.025
2111,414571.9,4,0,,,13,,,37.82866552,-122.286516,-25.2808,0.01,228.814,,0.01,0.01,,,,1.5,0.8,0.07,0.18,0.07,0.16,99583.934,99587.002,0.9,100,0.01,0.011
2111,414572,4,0,,,13,,,37.82866571,-122.2865159,-25.2865,0.02,152.103,,0.02,0.01,,,,1.5,0.8,0.07,0.18,0.07,0.16,99583.955,99587.023,1,100,0.023,0.023
2111,414572.1,4,0,,,13,,,37.82866561,-122.2865161,-25.2952,0.04,296.565,,0,-0.04,,,,1.5,0.8,0.07,0.19,0.07,0.16,99583.943,99587.011,1.1,100,0.02,0.021
2111,414572.2,4,0,,,13,,,37.82866564,-122.2865161,-25.2976,0.01,0,,0,-0.01,,,,1.5,0.8,0.08,0.19,0.07,0.16,99583.947,99587.015,1.2,100,0.004,0.005
2111,414572.3,4,0,,,13,,,37.82866559,-122.286516,-25.2654,0.02,284.036,,0.01,0.02,,,,1.5,0.8,0.08,0.19,0.07,0.16,99583.942,99587.01,1.3,100,0.006,0.033
2111,414572.4,4,0,,,13,,,37.82866559,-122.2865163,-25.3227,0.03,153.435,,0,0.03,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.941,99587.009,1.4,100,0.026,0.063
2111,414572.5,4,0,,,13,,,37.82866558,-122.2865162,-25.3221,0.02,125.538,,0.02,-0.01,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.94,99587.008,1.5,100,0.009,0.009
2111,414572.6,4,0,,,13,,,37.82866554,-122.2865161,-25.2967,0.02,301.608,,0.02,0,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.936,99587.004,1.6,100,0.012,0.028
2111,414572.7,4,0,,,13,,,37.82866564,-122.2865162,-25.3017,0.03,104.621,,0.02,-0.02,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.947,99587.015,1.7,100,0.016,0.017
2111,414572.8,4,0,,,13,,,37.82866562,-122.286516,-25.2879,0.02,71.565,,0.01,-0.02,,,,1.5,0.8,0.08,0.21,0.07,0.16,99583.945,99587.013,1.8,100,0.019,0.023
2111,414572.9,4,0,,,13,,,37.82866552,-122.2865159,-25.2912,0.03,160.017,,0.02,0.03,,,,1.5,0.8,0.07,0.18,0.07,0.16,99583.933,99587.001,0.9,100,0.013,0.014
2111,414573,4,0,,,13,,,37.82866554,-122.2865161,-25.3167,0.04,283.134,,0.03,-0.03,,,,1.5,0.8,0.07,0.18,0.07,0.16,99583.936,99587.004,1,100,0.018,0.031
2111,414573.1,4,0,,,13,,,37.82866556,-122.2865162,-25.2876,0.04,139.399,,0.01,0.04,,,,1.5,0.8,0.07,0.19,0.07,0.16,99583.938,99587.006,1.1,100,0.002,0.029
2111,414573.2,4,0,,,13,,,37.8286655,-122.2865161,-25.2746,0.03,59.036,,0.03,0,,,,1.5,0.8,0.08,0.19,0.07,0.16,99583.932,99587,1.2,100,0.008,0.015
2111,414573.3,4,0,,,13,,,37.82866562,-122.2865162,-25.2887,0.04,221.987,,0.01,-0.04,,,,1.5,0.8,0.08,0.19,0.07,0.16,99583.946,99587.014,1.3,100,0.015,0.021
2111,414573.4,4,0,,,13,,,37.82866554,-122.2865161,-25.3081,0.01,250.017,,0.01,0.01,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.935,99587.003,1.4,100,0.013,0.023
2111,414573.5,4,0,,,13,,,37.8286656,-122.2865161,-25.2967,0.03,108.435,,0,0.03,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.943,99587.011,1.5,100,0.008,0.014
2111,414573.6,4,0,,,13,,,37.82866574,-122.2865161,-25.3109,0.03,339.444,,0.01,-0.03,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.957,99587.025,1.6,100,0.015,0.021
2111,414573.7,4,0,,,13,,,37.82866548,-122.2865161,-25.2886,0.01,123.69,,0.01,0,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.929,99586.997,1.7,100,0.029,0.036
2111,414573.8,4,0,,,13,,,37.82866543,-122.2865161,-25.29,0.02,200.556,,0.01,0.02,,,,1.5,0.8,0.08,0.21,0.07,0.16,99583.924,99586.992,1.8,100,0.006,0.006
2111,414573.9,4,0,,,13,,,37.82866561,-122.2865162,-25.3047,0.02,126.027,,0.01,0.01,,,,1.5,0.8,0.07,0.18,0.07,0.16,99583.944,99587.012,0.9,100,0.02,0.025
2111,414574,4,0,,,13,,,37.82866564,-122.286516,-25.2989,0.02,312.709,,0.02,0,,,,1.5,0.8,0.07,0.18,0.07,0.16,99583.947,99587.015,1,100,0.015,0.016
2111,414574.1,4,0,,,13,,,37.8286656,-122.2865161,-25.3288,0.03,115.201,,0.02,-0.02,,,,1.5,0.8,0.07,0.19,0.07,0.16,99583.942,99587.01,1.1,100,0.013,0.033
2111,414574.2,4,0,,,13,,,37.82866553,-122.2865161,-25.29,0.02,334.983,,0.02,-0.01,,,,1.5,0.8,0.08,0.19,0.07,0.16,99583.935,99587.003,1.2,100,0.011,0.04
2111,414574.3,4,0,,,13,,,37.82866564,-122.286516,-25.2885,0.02,236.31,,0.01,0.01,,,,1.5,0.8,0.08,0.19,0.07,0.16,99583.947,99587.015,1.3,100,0.012,0.012
2111,414574.4,4,0,,,13,,,37.82866553,-122.2865162,-25.2939,0.02,132.709,,0.02,-0.01,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.935,99587.003,1.4,100,0.018,0.019
2111,414574.5,4,0,,,13,,,37.82866559,-122.2865161,-25.2983,0.01,225,,0,0.01,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.941,99587.009,1.5,100,0.012,0.013
2111,414574.6,4,0,,,13,,,37.82866569,-122.2865161,-25.2995,0.01,104.036,,0,0,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.953,99587.021,1.6,100,0.013,0.013
2111,414574.7,4,0,,,13,,,37.82866541,-122.2865163,-25.2668,0.03,128.66,,0.01,-0.03,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.922,99586.99,1.7,100,0.034,0.047
2111,414574.8,4,0,,,13,,,37.82866545,-122.2865161,-25.2944,0,56.31,,0,0,,,,1.5,0.8,0.08,0.21,0.07,0.16,99583.926,99586.994,1.8,100,0.014,0.031
2111,414574.9,4,0,,,13,,,37.82866555,-122.2865162,-25.2967,0.04,22.62,,0.01,0.04,,,,1.5,0.8,0.07,0.18,0.07,0.16,99583.938,99587.006,0.9,100,0.013,0.013
2111,414575,4,0,,,13,,,37.82866555,-122.2865163,-25.3169,0.04,208.072,,0.02,-0.03,,,,1.5,0.8,0.07,0.18,0.07,0.16,99583.936,99587.004,1,100,0.01,0.022
2111,414575.1,4,0,,,13,,,37.82866564,-122.2865163,-25.3338,0.02,24.775,,0.01,-0.01,,,,1.5,0.8,0.07,0.19,0.07,0.16,99583.946,99587.014,1.1,100,0.01,0.02
2111,414575.2,4,0,,,13,,,37.82866554,-122.2865162,-25.3093,0.06,167.005,,0.03,0.05,,,,1.5,0.8,0.08,0.19,0.07,0.16,99583.936,99587.004,1.2,100,0.012,0.027
2111,414575.3,4,0,,,13,,,37.82866548,-122.2865162,-25.2807,0.05,287.354,,0.02,-0.05,,,,1.5,0.8,0.08,0.19,0.07,0.16,99583.93,99586.998,1.3,100,0.007,0.03
2111,414575.4,4,0,,,13,,,37.82866551,-122.286516,-25.2757,0.04,76.759,,0.02,0.03,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.932,99587,1.4,100,0.011,0.012
2111,414575.5,4,0,,,13,,,37.82866565,-122.286516,-25.3479,0.03,315,,0.01,-0.02,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.947,99587.016,1.5,100,0.016,0.074
2111,414575.6,4,0,,,13,,,37.82866567,-122.2865161,-25.2989,0.04,195.255,,0.01,0.04,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.95,99587.018,1.6,100,0.003,0.049
2111,414575.7,4,0,,,13,,,37.82866568,-122.2865161,-25.3171,0.04,293.962,,0.01,-0.04,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.951,99587.019,1.7,100,0.002,0.018
2111,414575.8,4,0,,,13,,,37.82866549,-122.2865162,-25.2865,0.03,167.471,,0.02,0.03,,,,1.5,0.8,0.08,0.21,0.07,0.16,99583.93,99586.998,1.8,100,0.023,0.038
2111,414575.9,4,0,,,13,,,37.8286655,-122.2865163,-25.2908,0.02,98.13,,0.01,0.01,,,,1.5,0.8,0.08,0.21,0.07,0.16,99583.932,99587,1.9,100,0.008,0.009
2111,414576,4,0,,,13,,,37.82866538,-122.2865163,-25.228,0.05,180,,0.01,-0.05,,,,1.5,0.8,0.08,0.21,0.07,0.16,99583.919,99586.987,2,100,0.014,0.064
2111,414576.1,4,0,,,13,,,37.82866557,-122.286516,-25.254,0.01,343.301,,0.01,0.01,,,,1.5,0.8,0.09,0.21,0.07,0.16,99583.94,99587.008,2.1,100,0.03,0.04
2111,414576.2,4,0,,,13,,,37.82866556,-122.2865161,-25.2858,0.03,98.531,,0.02,0.02,,,,1.5,0.8,0.09,0.22,0.07,0.16,99583.939,99587.007,2.2,100,0.011,0.034
2111,414576.3,4,0,,,13,,,37.82866559,-122.2865163,-25.2737,0.03,272.603,,0.02,-0.02,,,,1.5,0.8,0.09,0.22,0.07,0.16,99583.941,99587.009,2.3,100,0.012,0.017
2111,414576.4,4,0,,,13,,,37.8286655,-122.2865162,-25.3299,0.02,278.13,,0.01,-0.01,,,,1.5,0.8,0.09,0.22,0.07,0.16,99583.931,99586.999,2.4,100,0.011,0.057
2111,414576.5,4,0,,,13,,,37.82866553,-122.2865162,-25.3153,0.04,100.62,,0.03,0.01,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.934,99587.002,1.5,100,0.007,0.016
2111,414576.6,4,0,,,13,,,37.82866554,-122.2865161,-25.2871,0.01,90,,0,-0.01,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.936,99587.004,1.6,100,0.005,0.029
2111,414576.7,4,0,,,13,,,37.82866548,-122.2865161,-25.329,0,288.435,,0,0,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.928,99586.996,1.7,100,0.007,0.042
2111,414576.8,4,0,,,13,,,37.82866565,-122.2865161,-25.344,0.02,206.565,,0.01,0.01,,,,1.5,0.8,0.08,0.21,0.07,0.16,99583.947,99587.015,1.8,100,0.02,0.025
2111,414576.9,4,0,,,13,,,37.82866541,-122.2865163,-25.2938,0.03,217.875,,0.03,0,,,,1.5,0.8,0.07,0.18,0.07,0.16,99583.921,99586.989,0.9,100,0.032,0.06
2111,414577,4,0,,,13,,,37.82866538,-122.2865163,-25.2996,0.04,90,,0.02,-0.03,,,,1.5,0.8,0.07,0.18,0.07,0.16,99583.918,99586.986,1,100,0.007,0.009
2111,414577.1,4,0,,,13,,,37.82866539,-122.2865162,-25.3125,0.04,358.152,,0.03,-0.02,,,,1.5,0.8,0.07,0.19,0.07,0.16,99583.919,99586.987,1.1,100,0.011,0.017
2111,414577.2,4,0,,,13,,,37.82866531,-122.2865165,-25.2781,0.05,185.711,,0.01,0.04,,,,1.5,0.8,0.08,0.19,0.07,0.16,99583.911,99586.979,1.2,100,0.031,0.046
2111,414577.3,4,0,,,13,,,37.82866546,-122.2865163,-25.2895,0.01,198.435,,0,-0.01,,,,1.5,0.8,0.08,0.19,0.07,0.16,99583.927,99586.995,1.3,100,0.026,0.028
2111,414577.4,4,0,,,13,,,37.82866552,-122.2865162,-25.3039,0.02,57.724,,0.02,0.01,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.933,99587.001,1.4,100,0.014,0.02
2111,414577.5,4,0,,,13,,,37.82866542,-122.2865162,-25.29,0.04,318.013,,0.01,-0.04,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.923,99586.991,1.5,100,0.014,0.019
2111,414577.6,4,0,,,13,,,37.8286655,-122.2865161,-25.328,0.02,237.529,,0.01,-0.01,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.932,99587,1.6,100,0.016,0.041
2111,414577.7,4,0,,,13,,,37.82866563,-122.2865162,-25.3184,0.02,93.576,,0.02,0,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.946,99587.014,1.7,100,0.018,0.02
2111,414577.8,4,0,,,13,,,37.82866551,-122.2865162,-25.3388,0.04,245.225,,0.03,0.02,,,,1.5,0.8,0.08,0.21,0.07,0.16,99583.932,99587,1.8,100,0.014,0.025
2111,414577.9,4,0,,,13,,,37.82866554,-122.2865163,-25.2783,0.04,90,,0.01,-0.04,,,,1.5,0.8,0.07,0.18,0.07,0.16,99583.936,99587.004,0.9,100,0.005,0.061
2111,414578,4,0,,,13,,,37.82866544,-122.286516,-25.295,0.03,63.435,,0.02,0.03,,,,1.5,0.8,0.07,0.18,0.07,0.16,99583.925,99586.993,1,100,0.022,0.028
2111,414578.1,4,0,,,13,,,37.82866564,-122.2865162,-25.3306,0.01,108.435,,0.01,0.01,,,,1.5,0.8,0.07,0.19,0.07,0.16,99583.947,99587.015,1.1,100,0.028,0.045
2111,414578.2,4,0,,,13,,,37.8286654,-122.2865163,-25.2565,0.03,270,,0.01,-0.03,,,,1.5,0.8,0.08,0.19,0.07,0.16,99583.921,99586.989,1.2,100,0.028,0.079
2111,414578.3,4,0,,,13,,,37.82866538,-122.2865164,-25.3195,0.02,80.538,,0.02,0.01,,,,1.5,0.8,0.08,0.19,0.07,0.16,99583.917,99586.985,1.3,100,0.002,0.063
2111,414578.4,4,0,,,13,,,37.82866549,-122.2865163,-25.2986,0.02,221.186,,0.02,-0.01,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.931,99586.999,1.4,100,0.015,0.026
2111,414578.5,4,0,,,13,,,37.82866544,-122.2865162,-25.247,0.03,158.199,,0.01,0.02,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.925,99586.993,1.5,100,0.009,0.052
2111,414578.6,4,0,,,13,,,37.82866553,-122.2865162,-25.306,0.04,14.931,,0.02,-0.04,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.935,99587.003,1.6,100,0.011,0.06
2111,414578.7,4,0,,,13,,,37.82866554,-122.2865161,-25.3156,0.01,285.945,,0.01,0.01,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.936,99587.004,1.7,100,0.008,0.013
2111,414578.8,4,0,,,13,,,37.8286655,-122.286516,-25.2562,0.01,146.31,,0.01,0,,,,1.5,0.8,0.08,0.21,0.07,0.16,99583.932,99587,1.8,100,0.011,0.06
2111,414578.9,4,0,,,13,,,37.82866555,-122.2865162,-25.303,0.02,151.39,,0.01,0.02,,,,1.5,0.8,0.07,0.18,0.07,0.16,99583.937,99587.005,0.9,100,0.017,0.05
2111,414579,4,0,,,13,,,37.82866558,-122.2865162,-25.2773,0.01,296.565,,0.01,-0.01,,,,1.5,0.8,0.07,0.18,0.07,0.16,99583.94,99587.008,1,100,0.005,0.026
2111,414579.1,4,0,,,13,,,37.82866564,-122.2865161,-25.3177,0.03,51.009,,0.03,0.01,,,,1.5,0.8,0.07,0.19,0.07,0.16,99583.947,99587.015,1.1,100,0.012,0.042
2111,414579.2,4,0,,,13,,,37.82866554,-122.2865161,-25.3141,0.02,196.39,,0.02,0.01,,,,1.5,0.8,0.08,0.19,0.07,0.16,99583.936,99587.004,1.2,100,0.011,0.012
2111,414579.3,4,0,,,13,,,37.82866555,-122.286516,-25.3035,0,326.31,,0,0,,,,1.5,0.8,0.08,0.19,0.07,0.16,99583.937,99587.005,1.3,100,0.009,0.014
2111,414579.4,4,0,,,13,,,37.82866563,-122.2865162,-25.3016,0.03,308.29,,0.02,-0.01,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.946,99587.014,1.4,100,0.021,0.021
2111,414579.5,4,0,,,13,,,37.82866546,-122.2865161,-25.2704,0.02,118.301,,0.01,-0.01,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.928,99586.996,1.5,100,0.021,0.038
2111,414579.6,4,0,,,13,,,37.82866567,-122.2865159,-25.2966,0.01,173.66,,0.01,0.01,,,,1.5,0.8,0.08,0.2,0.07,0.16,99583.95,99587.018,1.6,100,0.032,0.041
