GPS Week,GPS TOW [s],Pos Mode,INS Mode,Hdg Mode,SVs Tracked,SVs Used,UTC Date,UTC Time,Lat [deg],Lon [deg],Alt Ellips [m],SOG [m/s],COG [deg],Hdg [deg],Horiz Vel [m/s],Vert Vel [m/s],Roll [deg],Pitch [deg],Yaw [deg],PDOP,HDOP,EHPE [m],EVPE [m],EHVE [m/s],EVVE [m/s],Baseline 2D [m],Baseline 3D [m],Corr. Age [s],Delta TOW [ms],2D Delta Pos [m],3D Delta Pos [m]
2111,414424.1,3,0,,,13,,,37.82853878,-122.2864018,-25.4784,5.62,74.883,,5.62,-0.07,,,,1.5,0.8,0.14,0.32,0.07,0.16,99569.877,99572.945,2.1,,,
2111,414424.2,3,0,,,13,,,37.82854004,-122.2863956,-25.4977,5.61,75.488,,5.61,-0.12,,,,1.5,0.8,0.14,0.33,0.07,0.16,99570.017,99573.085,1.2,100,0.561,0.561
2111,414424.3,3,0,,,13,,,37.82854133,-122.2863895,-25.5007,5.65,75.053,,5.65,-0.07,,,,1.5,0.8,0.14,0.33,0.07,0.16,99570.161,99573.229,1.3,100,0.561,0.561
2111,414424.4,3,0,,,13,,,37.82854265,-122.2863832,-25.5112,5.66,75.119,,5.66,-0.08,,,,1.5,0.8,0.14,0.3,0.07,0.16,99570.308,99573.376,1.4,100,0.566,0.566
2111,414424.5,3,0,,,13,,,37.82854392,-122.286377,-25.5143,5.67,75.505,,5.67,-0.03,,,,1.5,0.8,0.13,0.3,0.07,0.16,99570.45,99573.518,1.5,100,0.563,0.563
2111,414424.6,3,0,,,13,,,37.82854519,-122.2863708,-25.5179,5.68,75.758,,5.68,-0.04,,,,1.5,0.8,0.13,0.29,0.07,0.16,99570.59,99573.659,1.6,100,0.568,0.568
2111,414424.7,3,0,,,13,,,37.82854647,-122.2863646,-25.5123,5.67,75.371,,5.67,0.02,,,,1.5,0.8,0.14,0.31,0.07,0.16,99570.733,99573.801,1.7,100,0.564,0.564
2111,414424.8,3,0,,,13,,,37.82854781,-122.2863583,-25.5234,5.72,74.934,,5.72,-0.1,,,,1.5,0.8,0.15,0.34,0.07,0.16,99570.883,99573.951,1.8,100,0.572,0.572
2111,414424.9,3,0,,,13,,,37.82854908,-122.286352,-25.5157,5.73,75.632,,5.73,0.04,,,,1.5,0.8,0.14,0.33,0.07,0.16,99571.025,99574.094,0.9,100,0.566,0.566
2111,414425,3,0,,,13,,,37.8285504,-122.2863458,-25.5047,5.7,75.223,,5.7,0.05,,,,1.5,0.8,0.18,0.4,0.07,0.16,99571.172,99574.24,1,100,0.57,0.57
2111,414425.1,3,0,,,13,,,37.82855161,-122.2863395,-25.5085,5.72,76.078,,5.72,-0.03,,,,1.5,0.8,0.12,0.28,0.07,0.16,99571.307,99574.375,1.1,100,0.57,0.57
2111,414425.2,3,0,,,13,,,37.82855285,-122.2863331,-25.5128,5.75,76.278,,5.75,-0.02,,,,1.5,0.8,0.12,0.28,0.07,0.16,99571.444,99574.513,1.2,100,0.572,0.572
2111,414425.3,3,0,,,13,,,37.82855412,-122.2863267,-25.5177,5.77,75.834,,5.77,0.02,,,,1.5,0.8,0.13,0.3,0.07,0.16,99571.586,99574.655,1.3,100,0.579,0.579
2111,414425.4,3,0,,,13,,,37.82855541,-122.2863204,-25.5158,5.75,75.707,,5.75,-0.02,,,,1.5,0.8,0.12,0.28,0.07,0.16,99571.73,99574.798,1.4,100,0.571,0.571
2111,414425.5,3,0,,,13,,,37.82855669,-122.2863141,-25.5197,5.77,75.364,,5.77,-0.02,,,,1.5,0.8,0.15,0.33,0.07,0.16,99571.873,99574.942,1.5,100,0.574,0.574
2111,414425.6,3,0,,,13,,,37.82855797,-122.2863077,-25.5141,5.78,75.623,,5.78,0.07,,,,1.5,0.8,0.12,0.28,0.07,0.16,99572.015,99575.084,1.6,100,0.578,0.578
2111,414425.7,3,0,,,13,,,37.82855922,-122.2863014,-25.4969,5.78,75.584,,5.78,0.05,,,,1.5,0.8,0.13,0.29,0.08,0.16,99572.156,99575.224,1.7,100,0.574,0.574
2111,414425.8,3,0,,,13,,,37.8285605,-122.2862951,-25.5099,5.72,75.794,,5.72,-0.02,,,,1.5,0.8,0.12,0.27,0.08,0.16,99572.298,99575.366,0.8,100,0.573,0.573
2111,414425.9,3,0,,,13,,,37.82856175,-122.2862887,-25.4972,5.81,75.918,,5.81,0.07,,,,1.5,0.8,0.14,0.31,0.08,0.16,99572.438,99575.507,0.9,100,0.578,0.578
2111,414426,3,0,,,13,,,37.82856304,-122.2862823,-25.4836,5.78,75.767,,5.78,0.12,,,,1.5,0.8,0.1,0.23,0.08,0.16,99572.582,99575.65,1,100,0.576,0.576
2111,414426.1,3,0,,,13,,,37.8285643,-122.286276,-25.4962,5.77,75.894,,5.77,-0.09,,,,1.5,0.8,0.14,0.31,0.08,0.16,99572.722,99575.79,1.1,100,0.576,0.576
2111,414426.2,3,0,,,13,,,37.82856555,-122.2862696,-25.4845,5.79,75.856,,5.79,0.07,,,,1.5,0.8,0.12,0.27,0.08,0.16,99572.862,99575.931,1.2,100,0.576,0.576
2111,414426.3,3,0,,,13,,,37.82856683,-122.2862632,-25.4791,5.81,76.088,,5.81,0.07,,,,1.5,0.8,0.15,0.35,0.08,0.16,99573.004,99576.072,1.3,100,0.577,0.577
2111,414426.4,3,0,,,13,,,37.82856805,-122.2862569,-25.462,5.78,76.089,,5.78,0.1,,,,1.5,0.8,0.14,0.32,0.08,0.16,99573.142,99576.21,1.4,100,0.576,0.576
2111,414426.5,3,0,,,13,,,37.82856934,-122.2862504,-25.4605,5.83,75.864,,5.83,0.02,,,,1.5,0.8,0.13,0.3,0.08,0.16,99573.284,99576.353,1.5,100,0.582,0.582
2111,414426.6,3,0,,,13,,,37.82857061,-122.2862441,-25.4442,5.8,75.966,,5.8,0.12,,,,1.5,0.8,0.15,0.34,0.08,0.16,99573.426,99576.494,1.6,100,0.576,0.576
2111,414426.7,3,0,,,13,,,37.82857191,-122.2862376,-25.4477,5.87,75.729,,5.87,-0.03,,,,1.5,0.8,0.17,0.37,0.08,0.16,99573.572,99576.64,1.7,100,0.587,0.587
2111,414426.8,3,0,,,13,,,37.82857315,-122.2862312,-25.4513,5.83,76.176,,5.83,0,,,,1.5,0.8,0.12,0.28,0.08,0.16,99573.71,99576.778,1.8,100,0.58,0.58
2111,414426.9,3,0,,,13,,,37.8285744,-122.2862247,-25.4487,5.86,76.142,,5.86,0.06,,,,1.5,0.8,0.13,0.29,0.08,0.16,99573.849,99576.917,1.9,100,0.587,0.587
2111,414427,3,0,,,13,,,37.82857564,-122.2862182,-25.4304,5.86,76.412,,5.86,0.13,,,,1.5,0.8,0.11,0.25,0.08,0.16,99573.988,99577.056,2,100,0.583,0.583
2111,414427.1,3,0,,,13,,,37.8285769,-122.2862118,-25.4308,5.86,76.023,,5.86,0.04,,,,1.5,0.8,0.11,0.25,0.08,0.16,99574.129,99577.197,2.1,100,0.586,0.586
2111,414427.2,3,0,,,13,,,37.82857819,-122.2862054,-25.4231,5.85,75.95,,5.85,0.09,,,,1.5,0.8,0.11,0.25,0.08,0.16,99574.273,99577.341,1.2,100,0.581,0.581
2111,414427.3,3,0,,,13,,,37.82857947,-122.2861989,-25.4133,5.89,75.919,,5.89,0.07,,,,1.5,0.8,0.12,0.27,0.08,0.16,99574.416,99577.484,1.3,100,0.587,0.588
2111,414427.4,3,0,,,13,,,37.82858077,-122.2861924,-25.4073,5.88,75.765,,5.88,0.07,,,,1.5,0.8,0.12,0.27,0.08,0.16,99574.561,99577.629,1.4,100,0.587,0.587
2111,414427.5,3,0,,,13,,,37.82858204,-122.2861859,-25.3981,5.88,76.117,,5.88,0.09,,,,1.5,0.8,0.16,0.36,0.08,0.16,99574.704,99577.772,1.5,100,0.586,0.586
2111,414427.6,3,0,,,13,,,37.8285833,-122.2861794,-25.3843,5.89,76.334,,5.89,0.14,,,,1.5,0.8,0.13,0.29,0.08,0.16,99574.845,99577.912,1.6,100,0.587,0.587
2111,414427.7,3,0,,,13,,,37.82858456,-122.2861729,-25.3705,5.89,76.049,,5.89,0.09,,,,1.5,0.8,0.13,0.3,0.08,0.16,99574.985,99578.053,1.7,100,0.586,0.586
2111,414427.8,3,0,,,13,,,37.82858587,-122.2861664,-25.354,5.96,75.845,,5.95,0.16,,,,1.5,0.8,0.14,0.31,0.08,0.16,99575.131,99578.199,1.8,100,0.591,0.592
2111,414427.9,3,0,,,13,,,37.82858719,-122.2861599,-25.3544,5.97,75.752,,5.97,-0.01,,,,1.5,0.8,0.15,0.35,0.08,0.16,99575.278,99578.345,1.9,100,0.594,0.594
2111,414428,3,0,,,13,,,37.82858843,-122.2861533,-25.3468,5.94,76.352,,5.94,0.05,,,,1.5,0.8,0.11,0.26,0.08,0.16,99575.418,99578.485,2,100,0.593,0.593
2111,414428.1,3,0,,,13,,,37.82858972,-122.2861467,-25.3479,6.01,76.172,,6.01,0,,,,1.5,0.8,0.14,0.33,0.08,0.16,99575.561,99578.628,2.1,100,0.598,0.598
2111,414428.2,3,0,,,13,,,37.82859099,-122.2861402,-25.3428,5.92,76.109,,5.91,0.06,,,,1.5,0.8,0.14,0.33,0.08,0.16,99575.702,99578.77,2.2,100,0.591,0.591
2111,414428.3,3,0,,,13,,,37.82859226,-122.2861336,-25.3359,5.97,76.101,,5.97,0.06,,,,1.5,0.8,0.14,0.32,0.08,0.16,99575.844,99578.912,2.3,100,0.594,0.594
2111,414428.4,3,0,,,13,,,37.82859359,-122.286127,-25.3241,5.99,75.829,,5.99,0.13,,,,1.5,0.8,0.13,0.3,0.08,0.16,99575.993,99579.06,2.4,100,0.597,0.597
2111,414428.5,3,0,,,13,,,37.82859486,-122.2861204,-25.321,5.97,76.439,,5.97,0.03,,,,1.5,0.8,0.14,0.32,0.08,0.16,99576.135,99579.202,2.5,100,0.595,0.595
2111,414428.6,3,0,,,13,,,37.82859613,-122.2861138,-25.3082,5.98,76.217,,5.98,0.15,,,,1.5,0.8,0.13,0.3,0.08,0.16,99576.277,99579.344,2.6,100,0.595,0.595
2111,414428.7,3,0,,,13,,,37.82859744,-122.2861072,-25.2977,6.02,75.779,,6.02,0.11,,,,1.5,0.8,0.16,0.36,0.08,0.16,99576.423,99579.491,1.7,100,0.601,0.601
2111,414428.8,3,0,,,13,,,37.82859882,-122.2861006,-25.3048,5.98,75.235,,5.98,0,,,,1.5,0.8,0.15,0.35,0.08,0.16,99576.576,99579.643,0.8,100,0.597,0.597
2111,414428.9,3,0,,,13,,,37.82860017,-122.286094,-25.2957,6.01,75.382,,6.01,0.05,,,,1.5,0.8,0.13,0.3,0.08,0.16,99576.727,99579.794,0.9,100,0.598,0.599
2111,414429,3,0,,,13,,,37.82860151,-122.2860874,-25.2763,6.01,75.615,,6.01,0.17,,,,1.5,0.8,0.14,0.33,0.08,0.16,99576.878,99579.945,1,100,0.598,0.598
2111,414429.1,3,0,,,13,,,37.82860285,-122.2860808,-25.2666,6.01,75.723,,6.01,0.11,,,,1.5,0.8,0.14,0.32,0.08,0.16,99577.028,99580.095,1.1,100,0.599,0.599
2111,414429.2,3,0,,,13,,,37.82860424,-122.2860742,-25.2578,6.05,75.348,,6.05,0.1,,,,1.5,0.8,0.14,0.33,0.08,0.16,99577.183,99580.249,1.2,100,0.602,0.602
2111,414429.3,3,0,,,13,,,37.82860557,-122.2860675,-25.2561,6.08,75.865,,6.08,0.03,,,,1.5,0.8,0.14,0.33,0.08,0.16,99577.331,99580.398,1.3,100,0.607,0.607
2111,414429.4,3,0,,,13,,,37.82860692,-122.2860609,-25.2535,6.04,75.425,,6.04,0.05,,,,1.5,0.8,0.14,0.31,0.08,0.16,99577.482,99580.549,1.4,100,0.602,0.602
2111,414429.5,3,0,,,13,,,37.82860824,-122.2860542,-25.251,6.08,75.92,,6.08,0.05,,,,1.5,0.8,0.13,0.3,0.08,0.16,99577.629,99580.696,1.5,100,0.606,0.606
2111,414429.6,3,0,,,13,,,37.82860961,-122.2860476,-25.2377,6.04,75.29,,6.04,0.11,,,,1.5,0.8,0.13,0.3,0.08,0.16,99577.782,99580.849,1.6,100,0.6,0.601
2111,414429.7,3,0,,,13,,,37.82861097,-122.2860409,-25.2366,6.04,75.49,,6.04,0.03,,,,1.5,0.8,0.15,0.34,0.08,0.16,99577.935,99581.002,1.7,100,0.602,0.602
2111,414429.8,3,0,,,13,,,37.82861234,-122.2860342,-25.2238,6.09,75.581,,6.09,0.11,,,,1.5,0.8,0.13,0.29,0.08,0.16,99578.087,99581.153,1.8,100,0.607,0.607
2111,414429.9,3,0,,,13,,,37.82861371,-122.2860276,-25.2148,6.07,75.234,,6.07,0.05,,,,1.5,0.8,0.13,0.29,0.08,0.16,99578.24,99581.307,1.9,100,0.605,0.605
2111,414430,3,0,,,13,,,37.82861508,-122.2860209,-25.2077,6.06,75.402,,6.06,0.08,,,,1.5,0.8,0.13,0.3,0.08,0.16,99578.393,99581.46,2,100,0.604,0.604
2111,414430.1,3,0,,,13,,,37.8286165,-122.2860143,-25.1929,6.02,74.83,,6.02,0.13,,,,1.5,0.8,0.14,0.32,0.08,0.16,99578.552,99581.619,2.1,100,0.598,0.598
2111,414430.2,3,0,,,13,,,37.82861787,-122.2860077,-25.1834,6.04,75.441,,6.03,0.1,,,,1.5,0.8,0.13,0.29,0.08,0.16,99578.705,99581.772,2.2,100,0.602,0.602
2111,414430.3,3,0,,,13,,,37.82861931,-122.2860011,-25.172,6.05,74.816,,6.04,0.13,,,,1.5,0.8,0.16,0.35,0.08,0.16,99578.866,99581.932,2.3,100,0.601,0.601
2111,414430.4,3,0,,,13,,,37.82862064,-122.2859945,-25.1624,6.01,75.499,,6.01,0.06,,,,1.5,0.8,0.17,0.38,0.08,0.16,99579.015,99582.081,2.4,100,0.601,0.601
2111,414430.5,3,0,,,13,,,37.828622,-122.2859879,-25.1676,6.02,75.462,,6.02,-0.02,,,,1.5,0.8,0.14,0.33,0.08,0.16,99579.166,99582.232,2.5,100,0.601,0.601
2111,414430.6,3,0,,,13,,,37.82862336,-122.2859813,-25.1675,6.02,75.317,,6.02,0.07,,,,1.5,0.8,0.14,0.33,0.08,0.16,99579.319,99582.385,1.6,100,0.6,0.6
2111,414430.7,3,0,,,13,,,37.82862472,-122.2859747,-25.1682,6.03,75.486,,6.03,0,,,,1.5,0.8,0.14,0.31,0.08,0.16,99579.469,99582.536,1.7,100,0.6,0.6
2111,414430.8,3,0,,,13,,,37.82862606,-122.2859681,-25.1626,5.98,75.22,,5.98,0.02,,,,1.5,0.8,0.12,0.28,0.08,0.16,99579.62,99582.687,1.8,100,0.597,0.597
2111,414430.9,3,0,,,13,,,37.82862741,-122.2859615,-25.1552,5.97,75.64,,5.97,0.08,,,,1.5,0.8,0.13,0.3,0.08,0.16,99579.77,99582.837,0.9,100,0.596,0.596
2111,414431,3,0,,,13,,,37.82862881,-122.2859549,-25.1477,6,75.109,,6,0.09,,,,1.5,0.8,0.14,0.31,0.08,0.16,99579.927,99582.993,1,100,0.597,0.597
2111,414431.1,3,0,,,13,,,37.82863017,-122.2859484,-25.1423,5.98,75.406,,5.98,0.02,,,,1.5,0.8,0.13,0.29,0.08,0.16,99580.079,99583.145,1.1,100,0.596,0.596
2111,414431.2,3,0,,,13,,,37.82863156,-122.2859418,-25.1312,5.97,75.012,,5.97,0.1,,,,1.5,0.8,0.14,0.32,0.08,0.16,99580.235,99583.301,1.2,100,0.596,0.596
2111,414431.3,3,0,,,13,,,37.8286329,-122.2859353,-25.1308,5.94,75.461,,5.94,-0.01,,,,1.5,0.8,0.14,0.31,0.08,0.16,99580.384,99583.45,1.3,100,0.592,0.592
2111,414431.4,3,0,,,13,,,37.82863423,-122.2859288,-25.124,5.94,75.585,,5.94,0.06,,,,1.5,0.8,0.14,0.32,0.08,0.16,99580.532,99583.598,1.4,100,0.592,0.592
2111,414431.5,3,0,,,13,,,37.82863557,-122.2859223,-25.1164,5.88,75.349,,5.88,0.12,,,,1.5,0.8,0.14,0.31,0.08,0.16,99580.683,99583.749,1.5,100,0.587,0.587
2111,414431.6,3,0,,,13,,,37.82863694,-122.2859158,-25.1018,5.9,74.999,,5.9,0.11,,,,1.5,0.8,0.12,0.28,0.08,0.16,99580.835,99583.902,1.6,100,0.587,0.587
2111,414431.7,3,0,,,13,,,37.82863829,-122.2859094,-25.099,5.88,75.37,,5.88,0.04,,,,1.5,0.8,0.16,0.37,0.08,0.16,99580.986,99584.052,1.7,100,0.585,0.585
2111,414431.8,3,0,,,13,,,37.82863971,-122.285903,-25.0899,5.85,74.492,,5.85,0.07,,,,1.5,0.8,0.14,0.32,0.08,0.16,99581.144,99584.21,1.8,100,0.581,0.582
2111,414431.9,3,0,,,13,,,37.82864102,-122.2858966,-25.0853,5.86,75.551,,5.86,0.02,,,,1.5,0.8,0.17,0.38,0.08,0.16,99581.291,99584.357,1.9,100,0.586,0.586
2111,414432,3,0,,,13,,,37.8286423,-122.2858901,-25.0866,5.86,75.779,,5.86,0.02,,,,1.5,0.8,0.12,0.28,0.08,0.16,99581.434,99584.5,2,100,0.587,0.587
2111,414432.1,3,0,,,13,,,37.82864362,-122.2858837,-25.0729,5.8,75.308,,5.8,0.11,,,,1.5,0.8,0.12,0.28,0.08,0.16,99581.582,99584.648,2.1,100,0.578,0.579
2111,414432.2,4,0,,,13,,,37.82864177,-122.2858805,-25.1574,5.82,74.882,,5.82,0.01,,,,1.5,0.8,0.13,0.21,0.08,0.16,99581.375,99584.442,1.2,100,0.352,0.362
2111,414432.3,4,0,,,13,,,37.82864293,-122.2858743,-25.1763,5.81,74.905,,5.81,0.03,,,,1.5,0.8,0.13,0.22,0.08,0.16,99581.505,99584.572,1.3,100,0.559,0.56
2111,414432.4,4,0,,,13,,,37.82864409,-122.2858683,-25.1649,5.74,74.719,,5.74,0.08,,,,1.5,0.8,0.13,0.22,0.08,0.16,99581.634,99584.701,1.4,100,0.54,0.54
2111,414432.5,4,0,,,13,,,37.8286459,-122.2858614,-25.1655,5.76,74.986,,5.76,-0.02,,,,1.5,0.8,0.13,0.22,0.08,0.16,99581.836,99584.903,1.5,100,0.642,0.642
2111,414432.6,4,0,,,13,,,37.82864714,-122.2858551,-25.1596,5.73,75.22,,5.73,0,,,,1.5,0.8,0.14,0.23,0.08,0.16,99581.975,99585.042,1.6,100,0.564,0.564
2111,414432.7,4,0,,,13,,,37.82864842,-122.285849,-25.1494,5.72,74.813,,5.72,0.13,,,,1.5,0.8,0.14,0.23,0.08,0.16,99582.118,99585.184,1.7,100,0.56,0.56
2111,414432.8,4,0,,,13,,,37.82864978,-122.2858426,-25.1544,5.66,75.115,,5.66,0.05,,,,1.5,0.8,0.14,0.23,0.08,0.16,99582.27,99585.336,1.8,100,0.578,0.578
2111,414432.9,4,0,,,13,,,37.82865117,-122.2858364,-25.2205,5.66,74.74,,5.66,0.03,,,,1.5,0.8,0.14,0.23,0.08,0.16,99582.425,99585.492,1.9,100,0.568,0.572
2111,414433,4,0,,,13,,,37.82865239,-122.2858302,-25.1977,5.67,74.933,,5.67,0.04,,,,1.5,0.8,0.14,0.24,0.08,0.16,99582.561,99585.628,2,100,0.556,0.557
2111,414433.1,4,0,,,13,,,37.828654,-122.2858242,-25.0825,5.61,74.453,,5.61,0.15,,,,1.5,0.8,0.15,0.24,0.08,0.16,99582.742,99585.808,2.1,100,0.56,0.572
2111,414433.2,4,0,,,13,,,37.82865525,-122.2858176,-25.1043,5.68,74.941,,5.68,-0.04,,,,1.5,0.8,0.15,0.24,0.08,0.16,99582.882,99585.949,2.2,100,0.599,0.599
2111,414433.3,4,0,,,13,,,37.82865634,-122.2858124,-25.1437,5.6,74.759,,5.6,0.03,,,,1.5,0.8,0.08,0.19,0.08,0.16,99583.002,99586.069,1.3,100,0.467,0.469
2111,414433.4,4,0,,,13,,,37.82865748,-122.2858061,-25.213,5.59,75.307,,5.59,-0.01,,,,1.5,0.8,0.08,0.2,0.08,0.16,99583.128,99586.195,1.4,100,0.573,0.577
2111,414433.5,4,0,,,13,,,37.82865899,-122.2858003,-25.1844,5.58,75.089,,5.58,0.08,,,,1.5,0.8,0.08,0.2,0.08,0.16,99583.298,99586.365,1.5,100,0.536,0.536
2111,414433.6,4,0,,,13,,,37.8286601,-122.285794,-25.1998,5.56,75.586,,5.56,0.03,,,,1.5,0.8,0.08,0.2,0.08,0.16,99583.421,99586.488,1.6,100,0.568,0.568
2111,414433.7,4,0,,,13,,,37.82866132,-122.285788,-25.1505,5.54,75.064,,5.54,0.07,,,,1.5,0.8,0.08,0.2,0.08,0.16,99583.559,99586.625,1.7,100,0.54,0.542
2111,414433.8,4,0,,,13,,,37.8286628,-122.2857819,-25.1389,5.51,75.001,,5.51,-0.03,,,,1.5,0.8,0.08,0.21,0.08,0.16,99583.725,99586.791,1.8,100,0.56,0.56
2111,414433.9,4,0,,,13,,,37.82866399,-122.2857758,-25.1925,5.44,75.621,,5.44,0.01,,,,1.5,0.8,0.08,0.21,0.08,0.16,99583.857,99586.924,1.9,100,0.551,0.553
2111,414434,4,0,,,13,,,37.82866526,-122.2857699,-25.1532,5.46,75.142,,5.46,0.16,,,,1.5,0.8,0.07,0.19,0.08,0.16,99583.999,99587.065,1,100,0.544,0.546
2111,414434.1,4,0,,,13,,,37.82866636,-122.2857641,-25.1502,5.49,75.43,,5.49,0.01,,,,1.5,0.8,0.07,0.19,0.08,0.16,99584.122,99587.189,1.1,100,0.524,0.524
2111,414434.2,4,0,,,13,,,37.82866795,-122.285758,-25.0745,5.41,75.196,,5.41,0.13,,,,1.5,0.8,0.08,0.19,0.08,0.16,99584.3,99587.366,1.2,100,0.564,0.569
2111,414434.3,4,0,,,13,,,37.82866887,-122.2857518,-25.1102,5.5,75.251,,5.5,-0.01,,,,1.5,0.8,0.08,0.19,0.08,0.16,99584.402,99587.469,1.3,100,0.554,0.555
2111,414434.4,4,0,,,13,,,37.82867025,-122.2857459,-25.1387,5.43,74.786,,5.43,0.04,,,,1.5,0.8,0.08,0.2,0.08,0.16,99584.556,99587.623,1.4,100,0.534,0.535
2111,414434.5,4,0,,,13,,,37.82867144,-122.28574,-25.1813,5.41,75.363,,5.41,-0.05,,,,1.5,0.8,0.08,0.2,0.08,0.16,99584.688,99587.755,1.5,100,0.538,0.54
2111,414434.6,4,0,,,13,,,37.82867246,-122.2857341,-25.0662,5.37,75.602,,5.37,0.08,,,,1.5,0.8,0.08,0.2,0.08,0.16,99584.805,99587.871,1.6,100,0.529,0.541
2111,414434.7,4,0,,,13,,,37.82867381,-122.2857279,-25.1057,5.35,76.426,,5.35,-0.03,,,,1.5,0.8,0.08,0.2,0.08,0.16,99584.955,99588.021,1.7,100,0.563,0.564
2111,414434.8,4,0,,,13,,,37.828675,-122.2857221,-25.0726,5.36,76.332,,5.36,0.01,,,,1.5,0.8,0.08,0.21,0.08,0.16,99585.089,99588.155,1.8,100,0.528,0.529
2111,414434.9,4,0,,,13,,,37.82867612,-122.2857161,-25.1597,5.32,76.006,,5.32,0.09,,,,1.5,0.8,0.07,0.18,0.08,0.16,99585.212,99588.279,0.9,100,0.542,0.549
2111,414435,4,0,,,13,,,37.82867731,-122.2857103,-25.1907,5.37,75.242,,5.37,0.01,,,,1.5,0.8,0.07,0.19,0.08,0.16,99585.345,99588.412,1,100,0.524,0.525
2111,414435.1,4,0,,,13,,,37.8286785,-122.2857048,-25.0983,5.26,74.825,,5.26,-0.06,,,,1.5,0.8,0.07,0.19,0.08,0.16,99585.479,99588.546,1.1,100,0.505,0.514
2111,414435.2,4,0,,,13,,,37.8286799,-122.2856988,-25.1127,5.33,75.62,,5.33,0.01,,,,1.5,0.8,0.08,0.19,0.08,0.16,99585.635,99588.702,1.2,100,0.548,0.548
2111,414435.3,4,0,,,13,,,37.82868121,-122.2856929,-25.1661,5.3,75.945,,5.3,0.02,,,,1.5,0.8,0.08,0.19,0.08,0.16,99585.78,99588.847,1.3,100,0.542,0.545
2111,414435.4,4,0,,,13,,,37.82868227,-122.2856871,-25.1655,5.27,76.212,,5.27,0.03,,,,1.5,0.8,0.08,0.2,0.08,0.16,99585.899,99588.966,1.4,100,0.52,0.52
2111,414435.5,4,0,,,13,,,37.82868283,-122.2856815,-25.0957,5.26,76.791,,5.26,0.04,,,,1.5,0.8,0.08,0.2,0.08,0.16,99585.963,99589.03,1.5,100,0.498,0.503
2111,414435.6,4,0,,,13,,,37.82868431,-122.2856755,-25.114,5.21,76.129,,5.21,-0.03,,,,1.5,0.8,0.08,0.2,0.08,0.16,99586.129,99589.196,1.6,100,0.546,0.546
2111,414435.7,4,0,,,13,,,37.82868545,-122.2856697,-25.0756,5.26,75.723,,5.26,0.04,,,,1.5,0.8,0.08,0.2,0.08,0.16,99586.256,99589.322,1.7,100,0.526,0.528
2111,414435.8,4,0,,,13,,,37.82868671,-122.2856643,-25.1652,5.19,76.164,,5.19,-0.02,,,,1.5,0.8,0.08,0.21,0.08,0.16,99586.396,99589.463,1.8,100,0.493,0.501
2111,414435.9,4,0,,,13,,,37.82868747,-122.2856582,-25.0837,5.19,76.636,,5.19,0.08,,,,1.5,0.8,0.08,0.21,0.08,0.16,99586.482,99589.548,1.9,100,0.547,0.553
2111,414436,4,0,,,13,,,37.82868876,-122.2856525,-25.1714,5.17,76.902,,5.17,-0.09,,,,1.5,0.8,0.09,0.21,0.08,0.16,99586.625,99589.692,2,100,0.524,0.531
2111,414436.1,4,0,,,13,,,37.82868968,-122.285647,-25.1019,5.17,77.146,,5.17,0.04,,,,1.5,0.8,0.09,0.21,0.08,0.16,99586.729,99589.795,2.1,100,0.49,0.495
2111,414436.2,4,0,,,13,,,37.82869074,-122.2856412,-25.1328,5.19,77.022,,5.19,-0.01,,,,1.5,0.8,0.09,0.22,0.08,0.16,99586.847,99589.914,2.2,100,0.524,0.525
2111,414436.3,4,0,,,13,,,37.82869199,-122.2856353,-25.1842,5.13,76.403,,5.13,0,,,,1.5,0.8,0.09,0.22,0.08,0.16,99586.985,99590.053,2.3,100,0.531,0.534
2111,414436.4,4,0,,,13,,,37.82869287,-122.2856299,-25.1376,5.08,76.235,,5.08,-0.01,,,,1.5,0.8,0.08,0.2,0.08,0.16,99587.085,99590.152,1.4,100,0.485,0.487
2111,414436.5,4,0,,,13,,,37.8286941,-122.2856242,-25.176,5.15,77.546,,5.15,0.04,,,,1.5,0.8,0.08,0.2,0.08,0.16,99587.222,99590.289,1.5,100,0.518,0.52
2111,414436.6,4,0,,,13,,,37.82869512,-122.2856183,-25.085,5.08,76.999,,5.08,0.01,,,,1.5,0.8,0.08,0.2,0.08,0.16,99587.338,99590.405,1.6,100,0.536,0.544
2111,414436.7,4,0,,,13,,,37.82869599,-122.285613,-25.1279,5.05,77.605,,5.05,0.02,,,,1.5,0.8,0.08,0.2,0.08,0.16,99587.435,99590.502,1.7,100,0.472,0.474
2111,414436.8,4,0,,,13,,,37.82869682,-122.2856072,-25.1343,5.04,77.763,,5.04,0,,,,1.5,0.8,0.08,0.21,0.08,0.16,99587.528,99590.595,1.8,100,0.52,0.52
2111,414436.9,4,0,,,13,,,37.82869817,-122.2856019,-25.1512,5,77.295,,5,0.03,,,,1.5,0.8,0.08,0.21,0.08,0.16,99587.678,99590.745,1.9,100,0.49,0.491
2111,414437,4,0,,,13,,,37.82869895,-122.2855962,-25.1352,4.99,77.55,,4.99,0.07,,,,1.5,0.8,0.09,0.21,0.08,0.16,99587.765,99590.832,2,100,0.505,0.505
2111,414437.1,4,0,,,13,,,37.82869989,-122.2855907,-25.0811,4.97,77.679,,4.97,0.08,,,,1.5,0.8,0.09,0.21,0.08,0.16,99587.872,99590.938,2.1,100,0.495,0.498
